episode	total_steps	outcome	reward_sum	ma100_success	loss_critic	loss_actor	r_yaw	r_distance	r_obstacle	r_vlinear	r_vangular	r_step	r_terminal
187	48526	1	2109.739	14.00	72.03982	415.39487	-79.309	17.549	-120.000	-72.982	-58.519	-77.000	2500.000
188	48747	4	-908.701	14.00	71.50436	416.52487	-303.128	16.539	0.000	-287.206	-113.905	-221.000	0.000
189	48953	2	-3031.387	14.00	73.64159	417.72983	-316.583	25.350	-80.000	-309.062	-145.092	-206.000	-2000.000
190	49065	2	-2751.944	13.00	70.99268	417.19748	-107.468	25.553	-280.000	-208.227	-69.802	-112.000	-2000.000
191	49291	4	-1031.387	13.00	72.71980	416.46198	-316.731	48.984	0.000	-340.481	-197.160	-226.000	0.000
192	49353	2	-2334.323	13.00	71.44872	421.01578	-97.304	-4.197	-100.000	-50.424	-20.399	-62.000	-2000.000
193	49431	2	-2491.741	13.00	69.73728	416.11459	-114.822	-2.480	-140.000	-102.305	-54.134	-78.000	-2000.000
194	49662	4	-941.704	13.00	72.24462	421.87753	-332.333	1.430	0.000	-271.796	-108.005	-231.000	0.000
195	49846	1	1362.863	14.00	72.23378	421.83463	-172.663	62.153	-400.000	-269.354	-173.272	-184.000	2500.000
196	50087	4	-1289.432	14.00	72.16853	422.35962	-294.154	52.478	-40.000	-526.013	-240.743	-241.000	0.000
197	50315	4	-1371.266	14.00	72.43827	423.39044	-349.115	-7.224	-160.000	-479.473	-147.455	-228.000	0.000
198	50499	2	-3044.690	14.00	71.20529	425.84671	-232.175	36.317	-340.000	-209.563	-115.269	-184.000	-2000.000
199	50720	4	-841.814	14.00	72.06160	427.50800	-326.676	17.952	0.000	-176.564	-135.526	-221.000	0.000
200	50922	4	-1004.297	14.00	73.81929	427.56976	-268.888	33.353	-180.000	-258.829	-127.933	-202.000	0.000
201	51142	4	-1157.647	13.00	71.48280	426.71609	-285.109	-4.199	-60.000	-371.895	-216.444	-220.000	0.000
202	51219	1	2215.767	14.00	73.49265	433.51715	-84.680	17.560	0.000	-95.896	-44.217	-77.000	2500.000
203	51421	2	-3106.343	14.00	72.85650	428.75092	-215.363	20.692	-80.000	-485.312	-144.360	-202.000	-2000.000
204	51510	2	-2408.014	14.00	73.63759	427.00925	-113.697	9.128	-60.000	-92.922	-61.522	-89.000	-2000.000
205	51732	4	-1149.183	14.00	73.18285	430.25336	-257.951	24.416	-40.000	-427.927	-225.721	-222.000	0.000
206	51862	2	-2721.238	14.00	74.07404	434.30090	-199.295	-4.092	-160.000	-158.217	-69.636	-130.000	-2000.000
207	51916	1	2206.716	15.00	72.02042	428.19965	-59.127	11.129	-80.000	-49.794	-61.493	-54.000	2500.000
208	52136	4	-1445.953	15.00	73.53855	433.68137	-281.428	45.520	-420.000	-373.812	-196.233	-220.000	0.000
209	52354	4	-1170.280	15.00	72.80883	434.89026	-317.732	-14.796	-160.000	-338.884	-120.868	-218.000	0.000
210	52397	1	2355.821	16.00	75.87717	439.17175	-35.353	14.577	0.000	-40.074	-40.329	-43.000	2500.000
211	52539	2	-2615.482	16.00	72.24116	436.38794	-187.528	16.669	-100.000	-139.242	-63.381	-142.000	-2000.000
212	52752	1	1420.486	17.00	71.52166	437.41928	-250.730	68.265	-220.000	-322.748	-141.302	-213.000	2500.000
213	52826	2	-2376.729	17.00	69.04890	437.68018	-54.149	23.692	-80.000	-148.228	-44.043	-74.000	-2000.000
214	52926	1	2045.915	18.00	71.10855	437.87347	-137.611	31.870	0.000	-185.376	-62.968	-100.000	2500.000
215	52978	1	2354.930	19.00	72.13078	438.94144	-52.789	3.870	0.000	-22.395	-21.755	-52.000	2500.000
216	53203	4	-968.260	19.00	73.08850	438.66757	-336.117	6.667	0.000	-295.244	-118.565	-225.000	0.000
217	53301	2	-2605.400	18.00	72.51520	439.54092	-119.408	10.668	-200.000	-112.401	-86.260	-98.000	-2000.000
218	53512	4	-823.469	18.00	74.03194	440.20505	-274.430	44.574	0.000	-222.001	-160.612	-211.000	0.000
219	53603	2	-2560.811	18.00	69.45296	441.74936	-132.876	0.867	-200.000	-111.147	-26.654	-91.000	-2000.000
220	53683	2	-2632.738	18.00	71.91983	443.21255	-116.836	10.819	-160.000	-200.775	-85.946	-80.000	-2000.000
221	53884	4	-1020.327	18.00	72.41187	441.71323	-284.116	44.667	0.000	-444.801	-135.077	-201.000	0.000
222	54099	4	-1274.385	18.00	72.96693	445.61258	-261.405	0.454	-80.000	-613.896	-104.538	-215.000	0.000
223	54173	2	-2565.667	18.00	72.46066	445.26981	-94.979	3.694	-220.000	-142.885	-37.496	-74.000	-2000.000
224	54203	1	2418.177	19.00	77.32372	448.51614	-22.766	9.359	0.000	-16.400	-22.017	-30.000	2500.000
