episode	total_steps	outcome	reward_sum	ma100_success	loss_critic	loss_actor	r_yaw	r_distance	r_obstacle	r_vlinear	r_vangular	r_step	r_terminal
742	89264	1	4.081	50.00	0.02447	-0.70365	0.000	3.653	-0.572	0.000	0.000	0.000	1.000
743	89322	1	6.423	51.00	0.02341	-0.70297	0.000	5.423	0.000	0.000	0.000	0.000	1.000
744	89377	1	5.327	52.00	0.02344	-0.69783	0.000	4.327	0.000	0.000	0.000	0.000	1.000
745	89432	2	4.164	52.00	0.02209	-0.70855	0.000	5.179	-0.015	0.000	0.000	0.000	-1.000
746	89462	1	2.709	52.00	0.02182	-0.70705	0.000	1.709	0.000	0.000	0.000	0.000	1.000
747	89496	1	3.787	52.00	0.02338	-0.70675	0.000	2.787	0.000	0.000	0.000	0.000	1.000
748	89526	5	-0.635	52.00	0.02353	-0.71804	0.000	-0.124	-0.512	0.000	0.000	0.000	0.000
749	89556	5	1.390	51.00	0.02293	-0.71699	0.000	1.390	0.000	0.000	0.000	0.000	0.000
750	89586	5	1.473	50.00	0.02280	-0.71099	0.000	1.473	0.000	0.000	0.000	0.000	0.000
751	89652	1	6.555	51.00	0.02308	-0.70350	0.000	5.555	0.000	0.000	0.000	0.000	1.000
752	89727	2	-1.501	51.00	0.02242	-0.71097	0.000	0.609	-1.110	0.000	0.000	0.000	-1.000
753	89762	2	2.492	50.00	0.02292	-0.72189	0.000	3.492	0.000	0.000	0.000	0.000	-1.000
754	89811	1	3.839	50.00	0.02284	-0.70098	0.000	2.999	-0.160	0.000	0.000	0.000	1.000
755	89858	1	4.540	51.00	0.02223	-0.71881	0.000	3.608	-0.067	0.000	0.000	0.000	1.000
756	89888	2	1.329	50.00	0.02277	-0.71398	0.000	2.364	-0.035	0.000	0.000	0.000	-1.000
757	89938	1	5.710	50.00	0.02312	-0.70994	0.000	4.710	0.000	0.000	0.000	0.000	1.000
758	89972	2	2.227	49.00	0.02277	-0.70514	0.000	3.227	0.000	0.000	0.000	0.000	-1.000
759	90020	1	6.657	49.00	0.02169	-0.71276	0.000	5.657	0.000	0.000	0.000	0.000	1.000
760	90131	1	9.727	49.00	0.02314	-0.70555	0.000	8.727	0.000	0.000	0.000	0.000	1.000
761	90161	5	-0.258	49.00	0.02274	-0.70487	0.000	-0.057	-0.201	0.000	0.000	0.000	0.000
762	90191	2	-4.409	48.00	0.02381	-0.70836	0.000	-0.906	-2.504	0.000	0.000	0.000	-1.000
763	90221	5	0.608	47.00	0.02457	-0.71982	0.000	0.626	-0.018	0.000	0.000	0.000	0.000
764	90280	1	2.777	47.00	0.02396	-0.70876	0.000	1.777	0.000	0.000	0.000	0.000	1.000
765	90349	1	5.283	47.00	0.02411	-0.71551	0.000	4.284	-0.000	0.000	0.000	0.000	1.000
766	90384	2	-0.916	47.00	0.02203	-0.71008	0.000	0.597	-0.513	0.000	0.000	0.000	-1.000
767	90469	1	4.666	48.00	0.02347	-0.70586	0.000	3.666	0.000	0.000	0.000	0.000	1.000
768	90525	2	4.042	47.00	0.02377	-0.70674	0.000	5.042	0.000	0.000	0.000	0.000	-1.000
769	90573	1	4.810	47.00	0.02324	-0.71453	0.000	3.810	0.000	0.000	0.000	0.000	1.000
770	90664	2	7.385	46.00	0.02328	-0.70175	0.000	8.426	-0.041	0.000	0.000	0.000	-1.000
771	90694	5	-0.808	45.00	0.02386	-0.70928	0.000	-0.255	-0.553	0.000	0.000	0.000	0.000
772	90724	5	-0.421	45.00	0.02407	-0.71017	0.000	-0.421	0.000	0.000	0.000	0.000	0.000
773	90756	5	0.512	45.00	0.02269	-0.72224	0.000	0.847	-0.335	0.000	0.000	0.000	0.000
774	90788	1	2.707	45.00	0.02337	-0.71363	0.000	1.707	0.000	0.000	0.000	0.000	1.000
775	90850	2	2.170	44.00	0.02240	-0.72336	0.000	3.879	-0.709	0.000	0.000	0.000	-1.000
776	90934	1	4.571	44.00	0.02397	-0.71939	0.000	3.729	-0.157	0.000	0.000	0.000	1.000
777	90971	2	2.365	44.00	0.02468	-0.70119	0.000	3.365	0.000	0.000	0.000	0.000	-1.000
778	91021	1	6.641	44.00	0.02417	-0.71475	0.000	5.641	0.000	0.000	0.000	0.000	1.000
779	91098	2	4.883	43.00	0.02426	-0.71218	0.000	5.974	-0.091	0.000	0.000	0.000	-1.000
780	91146	1	2.701	44.00	0.02379	-0.71569	0.000	1.701	0.000	0.000	0.000	0.000	1.000
781	91271	1	6.943	45.00	0.02323	-0.71629	0.000	6.047	-0.104	0.000	0.000	0.000	1.000
782	91341	1	6.312	46.00	0.02212	-0.71925	0.000	5.320	-0.008	0.000	0.000	0.000	1.000
783	91411	1	5.975	46.00	0.02277	-0.71489	0.000	5.361	-0.386	0.000	0.000	0.000	1.000
784	91444	2	1.010	46.00	0.02402	-0.71458	0.000	2.085	-0.075	0.000	0.000	0.000	-1.000
785	91477	1	2.512	47.00	0.02345	-0.71772	0.000	1.677	-0.165	0.000	0.000	0.000	1.000
786	91521	1	4.832	48.00	0.02285	-0.72261	0.000	3.832	0.000	0.000	0.000	0.000	1.000
787	91573	1	5.325	48.00	0.02399	-0.70661	0.000	4.325	0.000	0.000	0.000	0.000	1.000
788	91718	4	6.551	47.00	0.02355	-0.72062	0.000	6.838	-0.287	0.000	0.000	0.000	0.000
789	91748	1	2.677	47.00	0.02386	-0.71294	0.000	1.677	0.000	0.000	0.000	0.000	1.000
790	91792	1	4.860	47.00	0.02411	-0.71158	0.000	3.990	-0.130	0.000	0.000	0.000	1.000
791	91859	1	7.687	48.00	0.02272	-0.71891	0.000	6.687	0.000	0.000	0.000	0.000	1.000
792	91925	1	7.699	48.00	0.02413	-0.71454	0.000	6.704	-0.006	0.000	0.000	0.000	1.000
793	91992	1	6.830	49.00	0.02328	-0.72002	0.000	5.860	-0.029	0.000	0.000	0.000	1.000
794	92054	1	7.610	49.00	0.02261	-0.72428	0.000	6.613	-0.002	0.000	0.000	0.000	1.000
795	92162	1	5.202	50.00	0.02388	-0.71908	0.000	4.670	-0.468	0.000	0.000	0.000	1.000
796	92253	1	5.989	51.00	0.02393	-0.72151	0.000	5.807	-0.818	0.000	0.000	0.000	1.000
797	92283	1	3.790	52.00	0.02410	-0.71756	0.000	2.792	-0.001	0.000	0.000	0.000	1.000
798	92317	2	1.820	52.00	0.02344	-0.71796	0.000	2.993	-0.173	0.000	0.000	0.000	-1.000
799	92347	1	2.922	53.00	0.02365	-0.72331	0.000	1.922	0.000	0.000	0.000	0.000	1.000
800	92405	2	2.939	52.00	0.02349	-0.72461	0.000	4.731	-0.792	0.000	0.000	0.000	-1.000
801	92441	1	3.459	52.00	0.02415	-0.72979	0.000	2.470	-0.011	0.000	0.000	0.000	1.000
802	92539	1	7.049	52.00	0.02379	-0.72293	0.000	6.338	-0.289	0.000	0.000	0.000	1.000
803	92569	2	0.430	51.00	0.02328	-0.72039	0.000	1.624	-0.193	0.000	0.000	0.000	-1.000
804	92599	5	1.067	51.00	0.02290	-0.72901	0.000	1.067	0.000	0.000	0.000	0.000	0.000
805	92631	5	-1.006	51.00	0.02439	-0.72393	0.000	-1.006	0.000	0.000	0.000	0.000	0.000
806	92727	2	1.051	50.00	0.02315	-0.72869	0.000	3.056	-1.005	0.000	0.000	0.000	-1.000
807	92800	1	6.020	51.00	0.02403	-0.72824	0.000	5.295	-0.276	0.000	0.000	0.000	1.000
808	92879	1	7.306	51.00	0.02369	-0.72983	0.000	6.330	-0.024	0.000	0.000	0.000	1.000
809	92941	1	6.136	52.00	0.02343	-0.73440	0.000	5.136	0.000	0.000	0.000	0.000	1.000
810	93037	1	8.844	53.00	0.02418	-0.72401	0.000	7.844	0.000	0.000	0.000	0.000	1.000
811	93072	2	2.661	53.00	0.02306	-0.73813	0.000	3.661	0.000	0.000	0.000	0.000	-1.000
812	93102	1	3.470	53.00	0.02393	-0.73922	0.000	2.470	0.000	0.000	0.000	0.000	1.000
813	93149	2	2.642	52.00	0.02343	-0.73744	0.000	3.790	-0.148	0.000	0.000	0.000	-1.000
814	93179	1	3.775	52.00	0.02265	-0.74017	0.000	2.775	0.000	0.000	0.000	0.000	1.000
815	93254	2	2.378	52.00	0.02351	-0.73361	0.000	3.655	-0.277	0.000	0.000	0.000	-1.000
816	93285	5	-2.200	51.00	0.02226	-0.73724	0.000	-2.108	-0.091	0.000	0.000	0.000	0.000
817	93315	5	0.282	51.00	0.02423	-0.73641	0.000	0.291	-0.009	0.000	0.000	0.000	0.000
818	93345	2	-0.374	51.00	0.02620	-0.72533	0.000	0.710	-0.084	0.000	0.000	0.000	-1.000
819	93421	1	5.030	52.00	0.02402	-0.73338	0.000	4.132	-0.101	0.000	0.000	0.000	1.000
820	93499	1	8.550	53.00	0.02370	-0.73249	0.000	7.550	0.000	0.000	0.000	0.000	1.000
821	93550	1	6.506	53.00	0.02346	-0.73632	0.000	5.506	0.000	0.000	0.000	0.000	1.000
822	93595	1	6.038	53.00	0.02305	-0.72688	0.000	5.038	0.000	0.000	0.000	0.000	1.000
823	93667	2	5.002	53.00	0.02345	-0.73087	0.000	6.015	-0.013	0.000	0.000	0.000	-1.000
824	93698	2	1.859	53.00	0.02185	-0.73603	0.000	2.859	0.000	0.000	0.000	0.000	-1.000
825	93765	1	5.273	53.00	0.02295	-0.73895	0.000	4.662	-0.389	0.000	0.000	0.000	1.000
826	93811	1	4.626	53.00	0.02397	-0.73591	0.000	3.695	-0.069	0.000	0.000	0.000	1.000
827	93854	1	4.779	54.00	0.02461	-0.73735	0.000	3.779	0.000	0.000	0.000	0.000	1.000
828	93892	1	4.608	54.00	0.02343	-0.73715	0.000	3.608	0.000	0.000	0.000	0.000	1.000
829	93930	1	4.428	55.00	0.02268	-0.74487	0.000	3.428	0.000	0.000	0.000	0.000	1.000
830	93983	1	6.718	56.00	0.02264	-0.73526	0.000	5.718	0.000	0.000	0.000	0.000	1.000
831	94026	1	5.140	57.00	0.02353	-0.74310	0.000	4.140	0.000	0.000	0.000	0.000	1.000
832	94060	1	3.796	58.00	0.02296	-0.73067	0.000	2.796	0.000	0.000	0.000	0.000	1.000
833	94101	1	4.915	59.00	0.02244	-0.74196	0.000	3.915	0.000	0.000	0.000	0.000	1.000
834	94154	2	2.277	59.00	0.02266	-0.74523	0.000	3.277	0.000	0.000	0.000	0.000	-1.000
835	94184	1	2.753	60.00	0.02414	-0.74388	0.000	1.753	0.000	0.000	0.000	0.000	1.000
836	94274	2	0.550	59.00	0.02382	-0.74386	0.000	1.861	-0.311	0.000	0.000	0.000	-1.000
837	94350	2	-0.380	58.00	0.02293	-0.74481	0.000	0.924	-0.305	0.000	0.000	0.000	-1.000
838	94380	5	0.190	58.00	0.02206	-0.74961	0.000	0.190	0.000	0.000	0.000	0.000	0.000
839	94411	5	0.228	58.00	0.02434	-0.73471	0.000	0.275	-0.047	0.000	0.000	0.000	0.000
840	94491	2	1.184	57.00	0.02409	-0.74853	0.000	2.239	-0.054	0.000	0.000	0.000	-1.000
841	94521	1	3.620	58.00	0.02323	-0.73189	0.000	2.620	0.000	0.000	0.000	0.000	1.000
842	94565	2	2.348	57.00	0.02517	-0.74034	0.000	3.745	-0.397	0.000	0.000	0.000	-1.000
843	94595	1	3.649	57.00	0.02541	-0.74521	0.000	2.649	0.000	0.000	0.000	0.000	1.000
844	94636	1	5.120	57.00	0.02409	-0.73452	0.000	4.138	-0.018	0.000	0.000	0.000	1.000
845	94722	2	1.175	57.00	0.02383	-0.75208	0.000	2.427	-0.252	0.000	0.000	0.000	-1.000
846	94765	2	0.399	56.00	0.02311	-0.74689	0.000	1.702	-0.304	0.000	0.000	0.000	-1.000
847	94832	2	1.184	55.00	0.02339	-0.75158	0.000	2.184	0.000	0.000	0.000	0.000	-1.000
848	94862	2	-1.349	55.00	0.02290	-0.74031	0.000	-0.349	0.000	0.000	0.000	0.000	-1.000
849	94901	5	-0.322	55.00	0.02482	-0.75334	0.000	0.058	-0.380	0.000	0.000	0.000	0.000
850	94935	2	1.383	55.00	0.02336	-0.75898	0.000	2.383	0.000	0.000	0.000	0.000	-1.000
851	94997	2	1.024	54.00	0.02345	-0.74706	0.000	2.282	-0.259	0.000	0.000	0.000	-1.000
852	95027	2	-0.857	54.00	0.02414	-0.74862	0.000	0.143	0.000	0.000	0.000	0.000	-1.000
853	95057	2	-2.111	54.00	0.02306	-0.74988	0.000	-0.438	-0.672	0.000	0.000	0.000	-1.000
854	95087	2	-1.548	53.00	0.02364	-0.75273	0.000	-0.361	-0.187	0.000	0.000	0.000	-1.000
855	95117	5	-0.035	52.00	0.02471	-0.75483	0.000	-0.035	0.000	0.000	0.000	0.000	0.000
856	95180	2	-0.514	52.00	0.02466	-0.74162	0.000	0.786	-0.299	0.000	0.000	0.000	-1.000
857	95242	1	6.297	52.00	0.02390	-0.75880	0.000	5.297	0.000	0.000	0.000	0.000	1.000
858	95376	1	12.181	53.00	0.02479	-0.75398	0.000	11.194	-0.013	0.000	0.000	0.000	1.000
859	95455	1	4.858	53.00	0.02479	-0.75538	0.000	3.858	0.000	0.000	0.000	0.000	1.000
860	95566	1	9.536	53.00	0.02397	-0.75368	0.000	8.536	0.000	0.000	0.000	0.000	1.000
861	95617	1	5.397	54.00	0.02460	-0.74898	0.000	4.397	0.000	0.000	0.000	0.000	1.000
862	95647	1	3.133	55.00	0.02431	-0.74676	0.000	2.581	-0.448	0.000	0.000	0.000	1.000
863	95776	1	7.355	56.00	0.02404	-0.75477	0.000	6.384	-0.029	0.000	0.000	0.000	1.000
864	95806	2	0.224	55.00	0.02416	-0.74922	0.000	1.224	0.000	0.000	0.000	0.000	-1.000
865	95843	2	2.348	54.00	0.02508	-0.75387	0.000	3.351	-0.003	0.000	0.000	0.000	-1.000
866	95873	5	-4.219	54.00	0.02640	-0.74919	0.000	-3.622	-0.597	0.000	0.000	0.000	0.000
867	95903	2	-3.240	53.00	0.02558	-0.74882	0.000	-0.962	-1.279	0.000	0.000	0.000	-1.000
868	95935	5	-0.025	53.00	0.02440	-0.75103	0.000	0.030	-0.055	0.000	0.000	0.000	0.000
869	95965	5	0.637	52.00	0.02405	-0.75143	0.000	0.690	-0.053	0.000	0.000	0.000	0.000
870	96009	1	5.050	53.00	0.02444	-0.74996	0.000	4.050	0.000	0.000	0.000	0.000	1.000
871	96063	2	2.764	53.00	0.02439	-0.75411	0.000	3.764	0.000	0.000	0.000	0.000	-1.000
872	96135	1	6.519	54.00	0.02494	-0.74931	0.000	5.519	0.000	0.000	0.000	0.000	1.000
873	96422	1	8.253	55.00	0.02438	-0.75526	0.000	7.956	-0.704	0.000	0.000	0.000	1.000
874	96580	1	8.933	55.00	0.02463	-0.75735	0.000	8.068	-0.136	0.000	0.000	0.000	1.000
875	96697	1	10.081	56.00	0.02467	-0.75518	0.000	9.114	-0.033	0.000	0.000	0.000	1.000
876	96830	1	11.112	56.00	0.02480	-0.75889	0.000	10.125	-0.013	0.000	0.000	0.000	1.000
877	96897	2	3.482	56.00	0.02427	-0.75933	0.000	4.569	-0.088	0.000	0.000	0.000	-1.000
878	96927	5	1.817	55.00	0.02404	-0.75280	0.000	1.817	-0.000	0.000	0.000	0.000	0.000
879	96957	5	-0.467	55.00	0.02568	-0.76679	0.000	-0.235	-0.233	0.000	0.000	0.000	0.000
880	96987	2	-1.015	54.00	0.02319	-0.77048	0.000	-0.015	0.000	0.000	0.000	0.000	-1.000
881	97039	2	1.612	53.00	0.02344	-0.76213	0.000	2.612	0.000	0.000	0.000	0.000	-1.000
882	97074	1	5.057	53.00	0.02424	-0.76398	0.000	4.057	0.000	0.000	0.000	0.000	1.000
883	97214	1	8.943	53.00	0.02358	-0.75784	0.000	7.947	-0.004	0.000	0.000	0.000	1.000
884	97278	1	6.467	54.00	0.02467	-0.76958	0.000	5.467	0.000	0.000	0.000	0.000	1.000
885	97325	2	2.407	53.00	0.02510	-0.76188	0.000	3.407	0.000	0.000	0.000	0.000	-1.000
886	97367	2	0.962	52.00	0.02366	-0.76439	0.000	2.358	-0.396	0.000	0.000	0.000	-1.000
887	97416	1	5.660	52.00	0.02456	-0.75969	0.000	4.660	0.000	0.000	0.000	0.000	1.000
888	97467	1	5.516	53.00	0.02543	-0.75684	0.000	4.516	0.000	0.000	0.000	0.000	1.000
889	97518	2	2.921	52.00	0.02468	-0.76782	0.000	3.921	0.000	0.000	0.000	0.000	-1.000
890	97578	2	0.104	51.00	0.02488	-0.75993	0.000	1.844	-0.740	0.000	0.000	0.000	-1.000
891	97608	2	0.372	50.00	0.02402	-0.76821	0.000	1.372	0.000	0.000	0.000	0.000	-1.000
892	97678	1	4.054	50.00	0.02434	-0.77383	0.000	4.128	-1.074	0.000	0.000	0.000	1.000
893	97708	5	-2.050	49.00	0.02400	-0.76439	0.000	-1.659	-0.391	0.000	0.000	0.000	0.000
894	97738	5	-0.580	48.00	0.02635	-0.76815	0.000	-0.511	-0.069	0.000	0.000	0.000	0.000
895	97769	5	-0.110	47.00	0.02467	-0.76130	0.000	0.211	-0.321	0.000	0.000	0.000	0.000
896	97799	5	0.509	46.00	0.02441	-0.75403	0.000	0.510	-0.001	0.000	0.000	0.000	0.000
897	97829	5	0.548	45.00	0.02498	-0.77009	0.000	0.552	-0.004	0.000	0.000	0.000	0.000
898	97864	2	-0.981	45.00	0.02403	-0.77237	0.000	0.340	-0.321	0.000	0.000	0.000	-1.000
899	97902	2	0.225	44.00	0.02654	-0.76285	0.000	1.739	-0.514	0.000	0.000	0.000	-1.000
900	97938	2	-0.330	44.00	0.02522	-0.76383	0.000	0.670	0.000	0.000	0.000	0.000	-1.000
901	98034	1	9.442	44.00	0.02504	-0.75717	0.000	8.442	0.000	0.000	0.000	0.000	1.000
902	98068	2	2.268	43.00	0.02581	-0.76191	0.000	3.268	0.000	0.000	0.000	0.000	-1.000
903	98159	1	4.899	44.00	0.02532	-0.77067	0.000	4.033	-0.134	0.000	0.000	0.000	1.000
904	98189	1	4.111	45.00	0.02564	-0.75378	0.000	3.111	0.000	0.000	0.000	0.000	1.000
905	98254	1	6.675	46.00	0.02446	-0.76240	0.000	5.680	-0.005	0.000	0.000	0.000	1.000
906	98321	1	7.201	47.00	0.02485	-0.76731	0.000	6.201	0.000	0.000	0.000	0.000	1.000
907	98403	1	6.625	47.00	0.02562	-0.75827	0.000	5.718	-0.093	0.000	0.000	0.000	1.000
908	98454	1	4.811	47.00	0.02459	-0.76599	0.000	3.926	-0.115	0.000	0.000	0.000	1.000
909	98492	1	4.574	47.00	0.02438	-0.77203	0.000	3.574	0.000	0.000	0.000	0.000	1.000
910	98555	1	6.945	47.00	0.02509	-0.77410	0.000	5.945	0.000	0.000	0.000	0.000	1.000
911	98621	1	5.587	48.00	0.02520	-0.76852	0.000	4.589	-0.003	0.000	0.000	0.000	1.000
912	98657	2	0.951	47.00	0.02462	-0.77283	0.000	1.951	0.000	0.000	0.000	0.000	-1.000
913	98687	2	-0.526	47.00	0.02625	-0.77017	0.000	0.532	-0.057	0.000	0.000	0.000	-1.000
914	98717	2	-2.157	46.00	0.02487	-0.76380	0.000	0.310	-1.467	0.000	0.000	0.000	-1.000
915	98747	5	0.976	46.00	0.02576	-0.76691	0.000	0.976	0.000	0.000	0.000	0.000	0.000
916	98800	1	2.725	47.00	0.02493	-0.76940	0.000	1.725	0.000	0.000	0.000	0.000	1.000
917	98831	1	3.611	48.00	0.02478	-0.76371	0.000	2.611	0.000	0.000	0.000	0.000	1.000
918	98908	2	5.880	48.00	0.02644	-0.76491	0.000	6.880	0.000	0.000	0.000	0.000	-1.000
919	98938	1	2.841	48.00	0.02383	-0.76602	0.000	1.906	-0.064	0.000	0.000	0.000	1.000
920	98988	1	3.528	48.00	0.02612	-0.77310	0.000	2.528	0.000	0.000	0.000	0.000	1.000
921	99021	1	4.398	48.00	0.02560	-0.76478	0.000	3.398	0.000	0.000	0.000	0.000	1.000
922	99051	5	1.454	47.00	0.02612	-0.77698	0.000	1.730	-0.276	0.000	0.000	0.000	0.000
923	99081	5	-1.639	47.00	0.02535	-0.76542	0.000	-0.247	-1.392	0.000	0.000	0.000	0.000
924	99111	5	-0.394	47.00	0.02545	-0.77437	0.000	-0.380	-0.014	0.000	0.000	0.000	0.000
925	99148	2	0.908	46.00	0.02758	-0.76483	0.000	2.011	-0.104	0.000	0.000	0.000	-1.000
926	99199	1	4.766	46.00	0.02581	-0.77179	0.000	3.766	0.000	0.000	0.000	0.000	1.000
927	99243	1	4.760	46.00	0.02568	-0.77086	0.000	3.760	0.000	0.000	0.000	0.000	1.000
928	99283	2	3.300	45.00	0.02473	-0.76941	0.000	4.300	0.000	0.000	0.000	0.000	-1.000
929	99342	1	5.026	45.00	0.02673	-0.77020	0.000	4.138	-0.113	0.000	0.000	0.000	1.000
930	99421	2	7.536	44.00	0.02649	-0.76924	0.000	8.536	0.000	0.000	0.000	0.000	-1.000
931	99451	5	0.240	43.00	0.02693	-0.77705	0.000	0.240	0.000	0.000	0.000	0.000	0.000
932	99497	1	2.713	43.00	0.02483	-0.76603	0.000	1.713	0.000	0.000	0.000	0.000	1.000
933	99553	2	2.456	42.00	0.02524	-0.76987	0.000	4.184	-0.728	0.000	0.000	0.000	-1.000
934	99591	2	0.381	42.00	0.02572	-0.77956	0.000	1.766	-0.385	0.000	0.000	0.000	-1.000
935	99626	2	0.577	41.00	0.02372	-0.77902	0.000	1.605	-0.027	0.000	0.000	0.000	-1.000
936	99698	2	3.719	41.00	0.02546	-0.77422	0.000	4.729	-0.010	0.000	0.000	0.000	-1.000
937	99742	2	0.482	41.00	0.02520	-0.76388	0.000	1.640	-0.158	0.000	0.000	0.000	-1.000
938	99776	2	1.749	41.00	0.02473	-0.77108	0.000	2.749	0.000	0.000	0.000	0.000	-1.000
939	99822	1	5.130	42.00	0.02497	-0.78042	0.000	4.130	0.000	0.000	0.000	0.000	1.000
940	99890	1	6.460	43.00	0.02519	-0.77516	0.000	5.518	-0.057	0.000	0.000	0.000	1.000
941	99943	2	3.133	42.00	0.02554	-0.76292	0.000	4.175	-0.043	0.000	0.000	0.000	-1.000
942	99989	2	0.647	42.00	0.02567	-0.76960	0.000	1.679	-0.032	0.000	0.000	0.000	-1.000
943	100062	1	6.316	42.00	0.02534	-0.77384	0.000	5.316	0.000	0.000	0.000	0.000	1.000
944	100102	2	2.705	41.00	0.02637	-0.77878	0.000	3.705	0.000	0.000	0.000	0.000	-1.000
945	100132	1	3.521	42.00	0.02497	-0.78291	0.000	2.521	0.000	0.000	0.000	0.000	1.000
946	100165	2	-0.923	42.00	0.02580	-0.77677	0.000	0.410	-0.333	0.000	0.000	0.000	-1.000
947	100195	5	-1.852	42.00	0.02719	-0.78485	0.000	-0.253	-1.599	0.000	0.000	0.000	0.000
948	100225	5	1.726	42.00	0.02615	-0.76610	0.000	1.726	0.000	0.000	0.000	0.000	0.000
949	100277	1	5.057	43.00	0.02523	-0.78109	0.000	4.057	0.000	0.000	0.000	0.000	1.000
950	100313	2	0.340	43.00	0.02567	-0.77311	0.000	1.576	-0.236	0.000	0.000	0.000	-1.000
951	100346	2	1.413	43.00	0.02550	-0.77276	0.000	2.541	-0.128	0.000	0.000	0.000	-1.000
952	100394	2	1.031	43.00	0.02565	-0.77605	0.000	2.031	0.000	0.000	0.000	0.000	-1.000
953	100424	1	4.072	44.00	0.02457	-0.77864	0.000	3.072	0.000	0.000	0.000	0.000	1.000
954	100498	1	8.726	45.00	0.02632	-0.77634	0.000	7.726	0.000	0.000	0.000	0.000	1.000
955	100560	2	1.773	45.00	0.02602	-0.78806	0.000	3.165	-0.392	0.000	0.000	0.000	-1.000
956	100603	1	5.093	46.00	0.02560	-0.78029	0.000	4.093	0.000	0.000	0.000	0.000	1.000
957	100633	2	1.027	45.00	0.02678	-0.77776	0.000	2.027	0.000	0.000	0.000	0.000	-1.000
958	100677	2	-0.825	44.00	0.02435	-0.78088	0.000	0.352	-0.176	0.000	0.000	0.000	-1.000
959	100728	1	6.587	44.00	0.02581	-0.77001	0.000	5.587	0.000	0.000	0.000	0.000	1.000
960	100799	1	8.844	44.00	0.02481	-0.78663	0.000	7.844	0.000	0.000	0.000	0.000	1.000
961	100864	2	3.912	43.00	0.02562	-0.78313	0.000	5.329	-0.417	0.000	0.000	0.000	-1.000
962	100901	1	3.464	43.00	0.02740	-0.78231	0.000	2.526	-0.062	0.000	0.000	0.000	1.000
963	100942	1	4.598	43.00	0.02527	-0.78795	0.000	3.904	-0.306	0.000	0.000	0.000	1.000
964	101013	1	5.224	44.00	0.02547	-0.78737	0.000	4.227	-0.004	0.000	0.000	0.000	1.000
965	101054	2	1.820	44.00	0.02566	-0.79121	0.000	3.021	-0.201	0.000	0.000	0.000	-1.000
966	101105	2	1.859	44.00	0.02543	-0.78657	0.000	3.204	-0.345	0.000	0.000	0.000	-1.000
967	101152	2	1.290	44.00	0.02514	-0.78716	0.000	2.290	0.000	0.000	0.000	0.000	-1.000
968	101210	1	5.082	45.00	0.02700	-0.78871	0.000	4.082	0.000	0.000	0.000	0.000	1.000
969	101301	2	3.223	45.00	0.02617	-0.78608	0.000	4.348	-0.125	0.000	0.000	0.000	-1.000
970	101346	2	-0.165	44.00	0.02556	-0.78693	0.000	1.103	-0.268	0.000	0.000	0.000	-1.000
971	101381	1	2.731	45.00	0.02552	-0.77811	0.000	1.731	0.000	0.000	0.000	0.000	1.000
972	101481	1	8.263	45.00	0.02511	-0.78775	0.000	7.263	0.000	0.000	0.000	0.000	1.000
973	101602	1	11.106	45.00	0.02489	-0.79574	0.000	10.288	-0.182	0.000	0.000	0.000	1.000
974	101639	2	0.993	44.00	0.02409	-0.79089	0.000	2.140	-0.148	0.000	0.000	0.000	-1.000
975	101676	2	0.825	43.00	0.02557	-0.78602	0.000	1.834	-0.009	0.000	0.000	0.000	-1.000
976	101706	2	-1.130	42.00	0.02450	-0.77910	0.000	0.334	-0.465	0.000	0.000	0.000	-1.000
977	101775	2	1.614	42.00	0.02531	-0.79216	0.000	3.035	-0.420	0.000	0.000	0.000	-1.000
978	101822	1	3.814	43.00	0.02625	-0.78784	0.000	2.814	0.000	0.000	0.000	0.000	1.000
979	101911	2	1.907	43.00	0.02522	-0.79712	0.000	3.256	-0.349	0.000	0.000	0.000	-1.000
980	101941	5	0.112	43.00	0.02566	-0.78996	0.000	0.112	0.000	0.000	0.000	0.000	0.000
981	102048	1	6.197	44.00	0.02554	-0.79310	0.000	5.551	-0.353	0.000	0.000	0.000	1.000
982	102087	2	2.681	43.00	0.02482	-0.79178	0.000	3.681	0.000	0.000	0.000	0.000	-1.000
983	102169	1	6.376	43.00	0.02525	-0.78751	0.000	5.376	0.000	0.000	0.000	0.000	1.000
984	102263	1	9.482	43.00	0.02536	-0.78668	0.000	8.482	0.000	0.000	0.000	0.000	1.000
985	102293	2	-1.190	43.00	0.02416	-0.80324	0.000	-0.190	0.000	0.000	0.000	0.000	-1.000
986	102323	5	-0.889	43.00	0.02484	-0.79832	0.000	-0.319	-0.570	0.000	0.000	0.000	0.000
987	102358	5	0.296	42.00	0.02570	-0.79380	0.000	0.319	-0.023	0.000	0.000	0.000	0.000
988	102427	1	5.151	42.00	0.02578	-0.79616	0.000	4.203	-0.052	0.000	0.000	0.000	1.000
989	102492	1	6.584	43.00	0.02442	-0.79589	0.000	5.585	-0.001	0.000	0.000	0.000	1.000
990	102551	2	3.638	43.00	0.02562	-0.79603	0.000	4.643	-0.006	0.000	0.000	0.000	-1.000
991	102581	1	2.827	44.00	0.02570	-0.79585	0.000	1.827	0.000	0.000	0.000	0.000	1.000
992	102648	1	8.402	44.00	0.02527	-0.79219	0.000	7.402	0.000	0.000	0.000	0.000	1.000
993	102723	1	6.787	45.00	0.02573	-0.79606	0.000	5.787	0.000	0.000	0.000	0.000	1.000
