episode	total_steps	outcome	reward_sum	ma100_success	loss_critic	loss_actor	r_yaw	r_distance	r_obstacle	r_vlinear	r_vangular	r_step	r_terminal
566	85211	2	2.029	36.00	0.03893	-2.96611	0.000	3.029	0.000	0.000	0.000	0.000	-1.000
567	85289	2	-0.558	35.00	0.04012	-2.95546	0.000	0.442	0.000	0.000	0.000	0.000	-1.000
568	85385	1	4.679	36.00	0.03475	-2.94095	0.000	3.679	0.000	0.000	0.000	0.000	1.000
569	85442	2	0.233	36.00	0.03969	-2.92092	0.000	1.233	0.000	0.000	0.000	0.000	-1.000
570	85476	1	2.792	37.00	0.04410	-2.91158	0.000	1.792	0.000	0.000	0.000	0.000	1.000
571	85620	2	1.832	37.00	0.03786	-2.89452	0.000	2.832	0.000	0.000	0.000	0.000	-1.000
572	85658	1	3.731	37.00	0.03507	-2.88053	0.000	2.731	0.000	0.000	0.000	0.000	1.000
573	85688	2	0.222	37.00	0.04341	-2.85248	0.000	1.222	0.000	0.000	0.000	0.000	-1.000
574	85787	2	1.073	36.00	0.04066	-2.85092	0.000	2.073	0.000	0.000	0.000	0.000	-1.000
575	85843	1	3.976	37.00	0.03594	-2.83275	0.000	2.976	0.000	0.000	0.000	0.000	1.000
576	85888	2	1.228	37.00	0.03741	-2.82650	0.000	2.228	0.000	0.000	0.000	0.000	-1.000
577	85960	2	0.824	37.00	0.03568	-2.81222	0.000	1.824	0.000	0.000	0.000	0.000	-1.000
578	86095	1	5.074	38.00	0.03788	-2.79363	0.000	4.074	0.000	0.000	0.000	0.000	1.000
579	86233	1	5.971	39.00	0.03375	-2.77497	0.000	4.971	0.000	0.000	0.000	0.000	1.000
580	86316	2	2.446	38.00	0.03721	-2.74517	0.000	3.446	0.000	0.000	0.000	0.000	-1.000
581	86355	2	1.483	38.00	0.03432	-2.73570	0.000	2.483	0.000	0.000	0.000	0.000	-1.000
582	86544	1	4.662	39.00	0.03591	-2.71236	0.000	3.662	0.000	0.000	0.000	0.000	1.000
583	86577	2	1.137	39.00	0.03722	-2.68748	0.000	2.137	0.000	0.000	0.000	0.000	-1.000
584	86609	1	2.773	39.00	0.03328	-2.68911	0.000	1.773	0.000	0.000	0.000	0.000	1.000
585	86698	2	1.917	39.00	0.03682	-2.67648	0.000	2.917	0.000	0.000	0.000	0.000	-1.000
586	86731	2	-0.807	38.00	0.03437	-2.65905	0.000	0.193	0.000	0.000	0.000	0.000	-1.000
587	86828	2	1.144	38.00	0.03799	-2.65697	0.000	2.144	0.000	0.000	0.000	0.000	-1.000
588	86864	2	-0.073	38.00	0.03542	-2.63494	0.000	0.927	0.000	0.000	0.000	0.000	-1.000
589	86894	2	-0.222	38.00	0.04234	-2.62860	0.000	0.778	0.000	0.000	0.000	0.000	-1.000
590	86942	1	3.761	39.00	0.03374	-2.61985	0.000	2.761	0.000	0.000	0.000	0.000	1.000
591	87040	1	7.069	39.00	0.03316	-2.61207	0.000	6.069	0.000	0.000	0.000	0.000	1.000
592	87102	1	4.949	40.00	0.03604	-2.59542	0.000	3.949	0.000	0.000	0.000	0.000	1.000
593	87159	2	2.909	39.00	0.03211	-2.58080	0.000	3.909	0.000	0.000	0.000	0.000	-1.000
594	87198	2	-0.453	38.00	0.02833	-2.58557	0.000	0.547	0.000	0.000	0.000	0.000	-1.000
595	87282	1	2.777	39.00	0.03585	-2.57059	0.000	1.777	0.000	0.000	0.000	0.000	1.000
596	87436	4	2.044	38.00	0.03445	-2.54506	0.000	2.044	0.000	0.000	0.000	0.000	0.000
597	87543	2	-0.125	38.00	0.03513	-2.52349	0.000	0.875	0.000	0.000	0.000	0.000	-1.000
598	87609	1	4.709	38.00	0.03505	-2.50243	0.000	3.709	0.000	0.000	0.000	0.000	1.000
599	87717	1	6.368	38.00	0.03438	-2.49320	0.000	5.368	0.000	0.000	0.000	0.000	1.000
600	87780	1	6.627	39.00	0.03305	-2.47617	0.000	5.627	0.000	0.000	0.000	0.000	1.000
601	87887	1	7.872	40.00	0.03286	-2.46201	0.000	6.872	0.000	0.000	0.000	0.000	1.000
602	87923	2	1.243	40.00	0.03761	-2.45093	0.000	2.243	0.000	0.000	0.000	0.000	-1.000
603	87955	2	0.840	40.00	0.03307	-2.44030	0.000	1.840	0.000	0.000	0.000	0.000	-1.000
604	87999	2	-0.506	39.00	0.03576	-2.43320	0.000	0.494	0.000	0.000	0.000	0.000	-1.000
605	88042	2	0.236	38.00	0.03275	-2.43580	0.000	1.236	0.000	0.000	0.000	0.000	-1.000
606	88251	4	1.381	38.00	0.03169	-2.40864	0.000	1.381	0.000	0.000	0.000	0.000	0.000
607	88345	2	0.520	38.00	0.03282	-2.38780	0.000	1.520	0.000	0.000	0.000	0.000	-1.000
608	88411	1	2.684	39.00	0.02858	-2.37345	0.000	1.684	0.000	0.000	0.000	0.000	1.000
609	88485	2	2.789	39.00	0.03379	-2.35118	0.000	3.789	0.000	0.000	0.000	0.000	-1.000
610	88536	2	2.026	38.00	0.03295	-2.34120	0.000	3.026	0.000	0.000	0.000	0.000	-1.000
611	88566	2	-0.390	38.00	0.03057	-2.33746	0.000	0.610	0.000	0.000	0.000	0.000	-1.000
612	88611	1	2.720	38.00	0.03177	-2.33093	0.000	1.720	0.000	0.000	0.000	0.000	1.000
613	88652	2	1.750	38.00	0.02957	-2.32359	0.000	2.750	0.000	0.000	0.000	0.000	-1.000
614	88759	1	6.318	38.00	0.03027	-2.30840	0.000	5.318	0.000	0.000	0.000	0.000	1.000
615	88804	2	0.400	38.00	0.02947	-2.30856	0.000	1.400	0.000	0.000	0.000	0.000	-1.000
616	88905	1	3.908	39.00	0.03015	-2.29459	0.000	2.908	0.000	0.000	0.000	0.000	1.000
617	88971	2	3.025	39.00	0.03027	-2.27607	0.000	4.025	0.000	0.000	0.000	0.000	-1.000
618	89007	1	3.500	40.00	0.03095	-2.26651	0.000	2.500	0.000	0.000	0.000	0.000	1.000
619	89103	1	6.739	40.00	0.03048	-2.26593	0.000	5.739	0.000	0.000	0.000	0.000	1.000
620	89315	4	6.701	40.00	0.03065	-2.24109	0.000	6.701	0.000	0.000	0.000	0.000	0.000
621	89382	1	2.734	40.00	0.03020	-2.21764	0.000	1.734	0.000	0.000	0.000	0.000	1.000
622	89517	1	5.113	41.00	0.03217	-2.20817	0.000	4.113	0.000	0.000	0.000	0.000	1.000
623	89589	1	5.109	42.00	0.02686	-2.18696	0.000	4.109	0.000	0.000	0.000	0.000	1.000
624	89721	2	1.899	42.00	0.02687	-2.17014	0.000	2.899	0.000	0.000	0.000	0.000	-1.000
625	89848	2	2.818	41.00	0.02845	-2.15670	0.000	3.818	0.000	0.000	0.000	0.000	-1.000
626	89885	1	2.733	42.00	0.02946	-2.13899	0.000	1.733	0.000	0.000	0.000	0.000	1.000
627	89961	1	5.004	42.00	0.02855	-2.12807	0.000	4.004	0.000	0.000	0.000	0.000	1.000
628	90069	1	7.582	43.00	0.02946	-2.11976	0.000	6.582	0.000	0.000	0.000	0.000	1.000
629	90104	2	-0.230	42.00	0.02948	-2.11062	0.000	0.770	0.000	0.000	0.000	0.000	-1.000
630	90134	1	2.781	42.00	0.02857	-2.10368	0.000	1.781	0.000	0.000	0.000	0.000	1.000
631	90230	2	3.039	42.00	0.02886	-2.09751	0.000	4.039	0.000	0.000	0.000	0.000	-1.000
632	90345	2	1.348	42.00	0.02659	-2.08410	0.000	2.348	0.000	0.000	0.000	0.000	-1.000
633	90416	2	0.906	42.00	0.02715	-2.07351	0.000	1.906	0.000	0.000	0.000	0.000	-1.000
634	90535	1	5.101	42.00	0.02843	-2.05837	0.000	4.101	0.000	0.000	0.000	0.000	1.000
635	90654	2	-0.205	42.00	0.02553	-2.03881	0.000	0.795	0.000	0.000	0.000	0.000	-1.000
636	90729	2	2.538	42.00	0.02765	-2.02833	0.000	3.538	0.000	0.000	0.000	0.000	-1.000
637	90774	2	2.064	41.00	0.02524	-2.01962	0.000	3.064	0.000	0.000	0.000	0.000	-1.000
638	90846	1	2.720	42.00	0.02806	-2.01519	0.000	1.720	0.000	0.000	0.000	0.000	1.000
639	90878	2	0.981	41.00	0.02821	-1.99869	0.000	1.981	0.000	0.000	0.000	0.000	-1.000
640	90973	1	5.013	42.00	0.02665	-1.99364	0.000	4.013	0.000	0.000	0.000	0.000	1.000
641	91116	4	3.614	42.00	0.02726	-1.97641	0.000	3.614	0.000	0.000	0.000	0.000	0.000
642	91205	1	4.725	42.00	0.02589	-1.96573	0.000	3.725	0.000	0.000	0.000	0.000	1.000
643	91405	1	7.095	42.00	0.02737	-1.93981	0.000	6.095	0.000	0.000	0.000	0.000	1.000
644	91476	2	2.426	42.00	0.02630	-1.92438	0.000	3.426	0.000	0.000	0.000	0.000	-1.000
645	91619	4	5.292	41.00	0.02538	-1.91295	0.000	5.292	0.000	0.000	0.000	0.000	0.000
646	91751	1	6.294	42.00	0.02678	-1.89653	0.000	5.294	0.000	0.000	0.000	0.000	1.000
647	91794	1	4.274	43.00	0.02462	-1.88716	0.000	3.274	0.000	0.000	0.000	0.000	1.000
648	91854	1	5.900	44.00	0.02770	-1.87694	0.000	4.900	0.000	0.000	0.000	0.000	1.000
649	91884	2	0.693	44.00	0.02144	-1.87960	0.000	1.693	0.000	0.000	0.000	0.000	-1.000
650	91972	2	1.554	44.00	0.02505	-1.86040	0.000	2.554	0.000	0.000	0.000	0.000	-1.000
651	92002	1	2.767	45.00	0.02334	-1.85902	0.000	1.767	0.000	0.000	0.000	0.000	1.000
652	92156	2	2.748	45.00	0.02513	-1.84470	0.000	3.748	0.000	0.000	0.000	0.000	-1.000
653	92249	2	1.621	44.00	0.02646	-1.83004	0.000	2.621	0.000	0.000	0.000	0.000	-1.000
654	92335	2	2.983	44.00	0.02447	-1.81733	0.000	3.983	0.000	0.000	0.000	0.000	-1.000
655	92438	1	5.002	44.00	0.02556	-1.81401	0.000	4.002	0.000	0.000	0.000	0.000	1.000
656	92495	1	5.232	45.00	0.02325	-1.79849	0.000	4.232	0.000	0.000	0.000	0.000	1.000
657	92585	2	3.790	45.00	0.02498	-1.79020	0.000	4.790	0.000	0.000	0.000	0.000	-1.000
658	92642	2	2.277	45.00	0.02426	-1.77796	0.000	3.277	0.000	0.000	0.000	0.000	-1.000
659	92672	2	0.577	44.00	0.02456	-1.77977	0.000	1.577	0.000	0.000	0.000	0.000	-1.000
660	92717	2	1.178	43.00	0.02514	-1.76749	0.000	2.178	0.000	0.000	0.000	0.000	-1.000
661	92747	1	2.702	44.00	0.02666	-1.77498	0.000	1.702	0.000	0.000	0.000	0.000	1.000
662	92787	2	3.368	43.00	0.02474	-1.77572	0.000	4.368	0.000	0.000	0.000	0.000	-1.000
663	92818	2	-0.796	42.00	0.02413	-1.75973	0.000	0.204	0.000	0.000	0.000	0.000	-1.000
664	92897	1	5.104	43.00	0.02237	-1.75531	0.000	4.104	0.000	0.000	0.000	0.000	1.000
665	93017	2	3.156	42.00	0.02215	-1.74414	0.000	4.156	0.000	0.000	0.000	0.000	-1.000
666	93057	2	2.528	42.00	0.02657	-1.74020	0.000	3.528	0.000	0.000	0.000	0.000	-1.000
667	93087	1	2.702	43.00	0.02499	-1.73890	0.000	1.702	0.000	0.000	0.000	0.000	1.000
668	93161	2	1.435	42.00	0.02351	-1.71837	0.000	2.435	0.000	0.000	0.000	0.000	-1.000
669	93199	1	3.743	43.00	0.02427	-1.72314	0.000	2.743	0.000	0.000	0.000	0.000	1.000
670	93289	2	3.230	42.00	0.02471	-1.71174	0.000	4.230	0.000	0.000	0.000	0.000	-1.000
671	93340	1	2.730	43.00	0.02365	-1.71161	0.000	1.730	0.000	0.000	0.000	0.000	1.000
672	93401	1	4.893	43.00	0.02297	-1.70333	0.000	3.893	0.000	0.000	0.000	0.000	1.000
673	93462	2	3.310	43.00	0.02379	-1.68747	0.000	4.310	0.000	0.000	0.000	0.000	-1.000
674	93596	2	3.598	43.00	0.02222	-1.68698	0.000	4.598	0.000	0.000	0.000	0.000	-1.000
675	93643	1	3.416	43.00	0.02449	-1.67393	0.000	2.416	0.000	0.000	0.000	0.000	1.000
676	93706	2	3.404	43.00	0.02283	-1.66907	0.000	4.404	0.000	0.000	0.000	0.000	-1.000
677	93743	1	2.751	44.00	0.02470	-1.66236	0.000	1.751	0.000	0.000	0.000	0.000	1.000
678	93941	2	3.753	43.00	0.02257	-1.65432	0.000	4.753	0.000	0.000	0.000	0.000	-1.000
679	93971	1	2.711	43.00	0.02389	-1.64321	0.000	1.711	0.000	0.000	0.000	0.000	1.000
680	94072	1	6.004	44.00	0.02370	-1.63589	0.000	5.004	0.000	0.000	0.000	0.000	1.000
681	94165	1	6.401	45.00	0.02421	-1.62905	0.000	5.401	0.000	0.000	0.000	0.000	1.000
682	94234	1	4.599	45.00	0.02219	-1.62885	0.000	3.599	0.000	0.000	0.000	0.000	1.000
683	94283	2	-1.226	45.00	0.02083	-1.60895	0.000	-0.226	0.000	0.000	0.000	0.000	-1.000
684	94319	1	3.725	45.00	0.02144	-1.60276	0.000	2.725	0.000	0.000	0.000	0.000	1.000
685	94402	1	6.635	46.00	0.02267	-1.60566	0.000	5.635	0.000	0.000	0.000	0.000	1.000
686	94440	2	1.428	46.00	0.02339	-1.59406	0.000	2.428	0.000	0.000	0.000	0.000	-1.000
687	94516	1	4.771	47.00	0.02213	-1.59425	0.000	3.771	0.000	0.000	0.000	0.000	1.000
688	94594	2	0.544	47.00	0.02144	-1.59152	0.000	1.544	0.000	0.000	0.000	0.000	-1.000
689	94639	2	-0.366	47.00	0.02202	-1.57933	0.000	0.634	0.000	0.000	0.000	0.000	-1.000
690	94682	1	3.752	47.00	0.02347	-1.57674	0.000	2.752	0.000	0.000	0.000	0.000	1.000
691	94727	2	2.561	46.00	0.02109	-1.57861	0.000	3.561	0.000	0.000	0.000	0.000	-1.000
692	94808	2	2.194	45.00	0.02546	-1.56280	0.000	3.194	0.000	0.000	0.000	0.000	-1.000
693	94869	1	5.083	46.00	0.02289	-1.56665	0.000	4.083	0.000	0.000	0.000	0.000	1.000
694	95017	1	8.824	47.00	0.02230	-1.55211	0.000	7.824	0.000	0.000	0.000	0.000	1.000
695	95177	1	8.945	47.00	0.02176	-1.53438	0.000	7.945	0.000	0.000	0.000	0.000	1.000
696	95289	2	6.039	47.00	0.02244	-1.52944	0.000	7.039	0.000	0.000	0.000	0.000	-1.000
697	95376	1	3.480	48.00	0.02190	-1.51903	0.000	2.480	0.000	0.000	0.000	0.000	1.000
698	95420	1	4.860	48.00	0.02055	-1.51849	0.000	3.860	0.000	0.000	0.000	0.000	1.000
699	95487	1	3.782	48.00	0.02188	-1.51816	0.000	2.782	0.000	0.000	0.000	0.000	1.000
700	95517	2	-2.643	47.00	0.02151	-1.49363	0.000	-1.643	0.000	0.000	0.000	0.000	-1.000
701	95589	2	3.562	46.00	0.02016	-1.50741	0.000	4.562	0.000	0.000	0.000	0.000	-1.000
702	95656	1	5.115	47.00	0.02128	-1.49797	0.000	4.115	0.000	0.000	0.000	0.000	1.000
703	95689	2	-0.374	47.00	0.02084	-1.49344	0.000	0.626	0.000	0.000	0.000	0.000	-1.000
704	95778	1	4.761	48.00	0.02081	-1.48469	0.000	3.761	0.000	0.000	0.000	0.000	1.000
705	95827	1	4.642	49.00	0.02089	-1.48122	0.000	3.642	0.000	0.000	0.000	0.000	1.000
706	95858	1	3.696	50.00	0.02365	-1.48135	0.000	2.696	0.000	0.000	0.000	0.000	1.000
707	95919	1	5.089	51.00	0.02119	-1.47074	0.000	4.089	0.000	0.000	0.000	0.000	1.000
708	95966	1	4.974	51.00	0.02303	-1.46812	0.000	3.974	0.000	0.000	0.000	0.000	1.000
709	96047	1	7.003	52.00	0.02127	-1.47280	0.000	6.003	0.000	0.000	0.000	0.000	1.000
710	96141	1	6.418	53.00	0.02221	-1.45211	0.000	5.418	0.000	0.000	0.000	0.000	1.000
711	96184	2	1.751	53.00	0.02122	-1.46406	0.000	2.751	0.000	0.000	0.000	0.000	-1.000
712	96308	2	1.549	52.00	0.02184	-1.44709	0.000	2.549	0.000	0.000	0.000	0.000	-1.000
713	96355	2	2.441	52.00	0.02235	-1.44243	0.000	3.441	0.000	0.000	0.000	0.000	-1.000
714	96430	1	6.538	52.00	0.02158	-1.44258	0.000	5.538	0.000	0.000	0.000	0.000	1.000
715	96498	2	4.898	52.00	0.02140	-1.43824	0.000	5.898	0.000	0.000	0.000	0.000	-1.000
716	96533	2	1.107	51.00	0.02278	-1.43299	0.000	2.107	0.000	0.000	0.000	0.000	-1.000
717	96608	1	5.015	52.00	0.02061	-1.43014	0.000	4.015	0.000	0.000	0.000	0.000	1.000
718	96670	2	0.084	51.00	0.02072	-1.42291	0.000	1.084	0.000	0.000	0.000	0.000	-1.000
719	96700	5	0.380	50.00	0.02035	-1.41877	0.000	0.380	0.000	0.000	0.000	0.000	0.000
720	96745	1	3.478	51.00	0.01964	-1.41018	0.000	2.478	0.000	0.000	0.000	0.000	1.000
721	96805	2	2.624	50.00	0.02135	-1.41019	0.000	3.624	0.000	0.000	0.000	0.000	-1.000
722	96848	1	3.798	50.00	0.02071	-1.40729	0.000	2.798	0.000	0.000	0.000	0.000	1.000
723	96900	2	4.131	49.00	0.01997	-1.40204	0.000	5.131	0.000	0.000	0.000	0.000	-1.000
724	96972	1	6.526	50.00	0.02063	-1.40914	0.000	5.526	0.000	0.000	0.000	0.000	1.000
725	97027	2	4.834	50.00	0.02067	-1.40507	0.000	5.834	0.000	0.000	0.000	0.000	-1.000
726	97084	1	4.991	50.00	0.02238	-1.39915	0.000	3.991	0.000	0.000	0.000	0.000	1.000
727	97136	2	3.188	49.00	0.02029	-1.39348	0.000	4.188	0.000	0.000	0.000	0.000	-1.000
728	97166	1	2.817	49.00	0.01995	-1.39681	0.000	1.817	0.000	0.000	0.000	0.000	1.000
729	97246	2	5.547	49.00	0.02187	-1.39006	0.000	6.547	0.000	0.000	0.000	0.000	-1.000
730	97280	1	2.730	49.00	0.02172	-1.38829	0.000	1.730	0.000	0.000	0.000	0.000	1.000
731	97345	1	4.429	50.00	0.02055	-1.37826	0.000	3.429	0.000	0.000	0.000	0.000	1.000
732	97396	1	4.015	51.00	0.02101	-1.38298	0.000	3.015	0.000	0.000	0.000	0.000	1.000
733	97492	1	7.148	52.00	0.01996	-1.37551	0.000	6.148	0.000	0.000	0.000	0.000	1.000
734	97567	2	2.190	51.00	0.02052	-1.36478	0.000	3.190	0.000	0.000	0.000	0.000	-1.000
735	97610	2	1.936	51.00	0.01999	-1.37005	0.000	2.936	0.000	0.000	0.000	0.000	-1.000
736	97686	2	2.981	51.00	0.01957	-1.35832	0.000	3.981	0.000	0.000	0.000	0.000	-1.000
737	97734	1	5.046	52.00	0.01952	-1.35692	0.000	4.046	0.000	0.000	0.000	0.000	1.000
738	97791	2	0.278	51.00	0.01898	-1.35356	0.000	1.278	0.000	0.000	0.000	0.000	-1.000
739	97877	1	5.142	52.00	0.01967	-1.34643	0.000	4.142	0.000	0.000	0.000	0.000	1.000
740	97922	1	4.771	52.00	0.01982	-1.35443	0.000	3.771	0.000	0.000	0.000	0.000	1.000
741	97960	1	3.678	53.00	0.01952	-1.34442	0.000	2.678	0.000	0.000	0.000	0.000	1.000
742	98006	2	-0.472	52.00	0.02127	-1.33641	0.000	0.528	0.000	0.000	0.000	0.000	-1.000
743	98227	4	5.879	51.00	0.02087	-1.33624	0.000	5.879	0.000	0.000	0.000	0.000	0.000
744	98343	1	6.592	52.00	0.01889	-1.32176	0.000	5.592	0.000	0.000	0.000	0.000	1.000
745	98390	2	2.179	52.00	0.02204	-1.32315	0.000	3.179	0.000	0.000	0.000	0.000	-1.000
746	98421	1	3.804	52.00	0.01865	-1.32116	0.000	2.804	0.000	0.000	0.000	0.000	1.000
747	98462	1	5.010	52.00	0.02007	-1.30998	0.000	4.010	0.000	0.000	0.000	0.000	1.000
748	98492	5	0.857	51.00	0.01903	-1.31591	0.000	0.857	0.000	0.000	0.000	0.000	0.000
749	98522	5	0.345	51.00	0.01982	-1.31402	0.000	0.345	0.000	0.000	0.000	0.000	0.000
750	98660	1	5.779	52.00	0.02045	-1.30373	0.000	4.779	0.000	0.000	0.000	0.000	1.000
751	98710	2	4.441	51.00	0.02275	-1.29734	0.000	5.441	0.000	0.000	0.000	0.000	-1.000
752	98740	1	3.496	52.00	0.02098	-1.29676	0.000	2.496	0.000	0.000	0.000	0.000	1.000
753	98806	1	7.710	53.00	0.01947	-1.29309	0.000	6.710	0.000	0.000	0.000	0.000	1.000
754	98864	1	4.935	54.00	0.01968	-1.28744	0.000	3.935	0.000	0.000	0.000	0.000	1.000
755	98911	1	4.093	54.00	0.02058	-1.29474	0.000	3.093	0.000	0.000	0.000	0.000	1.000
756	98993	2	2.808	53.00	0.01906	-1.29043	0.000	3.808	0.000	0.000	0.000	0.000	-1.000
757	99037	1	2.647	54.00	0.01821	-1.28458	0.000	1.647	0.000	0.000	0.000	0.000	1.000
758	99103	1	3.716	55.00	0.01821	-1.28299	0.000	2.716	0.000	0.000	0.000	0.000	1.000
759	99142	2	2.760	55.00	0.01882	-1.27512	0.000	3.760	0.000	0.000	0.000	0.000	-1.000
760	99172	1	3.734	56.00	0.01773	-1.27692	0.000	2.734	0.000	0.000	0.000	0.000	1.000
761	99225	2	3.365	55.00	0.01904	-1.27451	0.000	4.365	0.000	0.000	0.000	0.000	-1.000
762	99274	2	0.316	55.00	0.01903	-1.27028	0.000	1.316	0.000	0.000	0.000	0.000	-1.000
763	99352	2	1.869	55.00	0.01939	-1.26849	0.000	2.869	0.000	0.000	0.000	0.000	-1.000
764	99396	2	2.028	54.00	0.01999	-1.26695	0.000	3.028	0.000	0.000	0.000	0.000	-1.000
765	99426	2	0.117	54.00	0.02120	-1.26973	0.000	1.117	0.000	0.000	0.000	0.000	-1.000
766	99463	2	-0.634	54.00	0.01832	-1.25901	0.000	0.366	0.000	0.000	0.000	0.000	-1.000
767	99494	1	2.762	54.00	0.02006	-1.26206	0.000	1.762	0.000	0.000	0.000	0.000	1.000
768	99537	2	1.409	54.00	0.01913	-1.27380	0.000	2.409	0.000	0.000	0.000	0.000	-1.000
769	99582	1	3.397	54.00	0.01980	-1.26743	0.000	2.397	0.000	0.000	0.000	0.000	1.000
770	99615	2	0.566	54.00	0.02320	-1.25992	0.000	1.566	0.000	0.000	0.000	0.000	-1.000
771	99677	1	6.591	54.00	0.02022	-1.25575	0.000	5.591	0.000	0.000	0.000	0.000	1.000
772	99745	1	6.789	54.00	0.02017	-1.25166	0.000	5.789	0.000	0.000	0.000	0.000	1.000
773	99797	2	1.761	54.00	0.01846	-1.25243	0.000	2.761	0.000	0.000	0.000	0.000	-1.000
774	99842	2	1.071	54.00	0.02015	-1.25112	0.000	2.071	0.000	0.000	0.000	0.000	-1.000
775	99872	5	-0.772	53.00	0.01836	-1.25180	0.000	-0.772	0.000	0.000	0.000	0.000	0.000
776	99997	1	5.627	54.00	0.01978	-1.24748	0.000	4.627	0.000	0.000	0.000	0.000	1.000
777	100051	2	3.995	53.00	0.02135	-1.24731	0.000	4.995	0.000	0.000	0.000	0.000	-1.000
778	100092	2	1.795	53.00	0.01980	-1.24461	0.000	2.795	0.000	0.000	0.000	0.000	-1.000
779	100153	1	4.609	53.00	0.02065	-1.24216	0.000	3.609	0.000	0.000	0.000	0.000	1.000
780	100224	2	3.833	52.00	0.01996	-1.23409	0.000	4.833	0.000	0.000	0.000	0.000	-1.000
781	100272	2	0.921	51.00	0.01865	-1.23074	0.000	1.921	0.000	0.000	0.000	0.000	-1.000
782	100318	2	0.919	50.00	0.01906	-1.23309	0.000	1.919	0.000	0.000	0.000	0.000	-1.000
783	100462	1	4.604	51.00	0.02057	-1.22257	0.000	3.604	0.000	0.000	0.000	0.000	1.000
784	100495	2	0.732	50.00	0.02138	-1.21696	0.000	1.732	0.000	0.000	0.000	0.000	-1.000
785	100526	1	2.714	50.00	0.02025	-1.22174	0.000	1.714	0.000	0.000	0.000	0.000	1.000
786	100580	2	3.445	50.00	0.01878	-1.21644	0.000	4.445	0.000	0.000	0.000	0.000	-1.000
787	100634	1	5.172	50.00	0.01946	-1.21853	0.000	4.172	0.000	0.000	0.000	0.000	1.000
788	100726	1	4.744	51.00	0.01996	-1.21699	0.000	3.744	0.000	0.000	0.000	0.000	1.000
789	100756	2	1.243	51.00	0.02012	-1.21183	0.000	2.243	0.000	0.000	0.000	0.000	-1.000
790	100849	2	2.659	50.00	0.02003	-1.21194	0.000	3.659	0.000	0.000	0.000	0.000	-1.000
791	100987	1	7.467	51.00	0.01970	-1.19615	0.000	6.467	0.000	0.000	0.000	0.000	1.000
792	101085	1	8.133	52.00	0.01928	-1.19649	0.000	7.133	0.000	0.000	0.000	0.000	1.000
793	101183	2	4.107	51.00	0.01926	-1.19743	0.000	5.107	0.000	0.000	0.000	0.000	-1.000
794	101244	2	-0.320	50.00	0.01948	-1.19146	0.000	0.680	0.000	0.000	0.000	0.000	-1.000
795	101295	2	0.766	49.00	0.01923	-1.18494	0.000	1.766	0.000	0.000	0.000	0.000	-1.000
796	101430	1	5.037	50.00	0.02022	-1.18155	0.000	4.037	0.000	0.000	0.000	0.000	1.000
797	101581	2	2.713	49.00	0.02096	-1.17804	0.000	3.713	0.000	0.000	0.000	0.000	-1.000
798	101644	1	3.754	49.00	0.01845	-1.18009	0.000	2.754	0.000	0.000	0.000	0.000	1.000
799	101674	2	-0.059	48.00	0.01988	-1.17633	0.000	0.941	0.000	0.000	0.000	0.000	-1.000
800	101735	2	-1.081	48.00	0.01856	-1.17437	0.000	-0.081	0.000	0.000	0.000	0.000	-1.000
801	101770	1	3.617	49.00	0.02041	-1.16923	0.000	2.617	0.000	0.000	0.000	0.000	1.000
802	101960	4	8.470	48.00	0.02011	-1.16715	0.000	8.470	0.000	0.000	0.000	0.000	0.000
803	102008	2	1.851	48.00	0.01964	-1.16503	0.000	2.851	0.000	0.000	0.000	0.000	-1.000
804	102065	1	5.037	48.00	0.01883	-1.16322	0.000	4.037	0.000	0.000	0.000	0.000	1.000
805	102280	2	-0.068	47.00	0.01882	-1.15892	0.000	0.932	0.000	0.000	0.000	0.000	-1.000
806	102310	1	2.917	47.00	0.01783	-1.17378	0.000	1.917	0.000	0.000	0.000	0.000	1.000
807	102340	1	3.488	47.00	0.01998	-1.15638	0.000	2.488	0.000	0.000	0.000	0.000	1.000
808	102405	1	4.749	47.00	0.01947	-1.14978	0.000	3.749	0.000	0.000	0.000	0.000	1.000
809	102469	1	7.199	47.00	0.02045	-1.15159	0.000	6.199	0.000	0.000	0.000	0.000	1.000
810	102521	2	4.062	46.00	0.01936	-1.14558	0.000	5.062	0.000	0.000	0.000	0.000	-1.000
811	102551	1	2.979	47.00	0.01852	-1.15341	0.000	1.979	0.000	0.000	0.000	0.000	1.000
812	102611	2	3.378	47.00	0.02054	-1.15214	0.000	4.378	0.000	0.000	0.000	0.000	-1.000
813	102666	2	2.399	47.00	0.01983	-1.14601	0.000	3.399	0.000	0.000	0.000	0.000	-1.000
814	102712	2	1.423	46.00	0.01987	-1.13911	0.000	2.423	0.000	0.000	0.000	0.000	-1.000
815	102742	5	1.092	46.00	0.01813	-1.14373	0.000	1.092	0.000	0.000	0.000	0.000	0.000
816	102792	2	0.410	46.00	0.01959	-1.13736	0.000	1.410	0.000	0.000	0.000	0.000	-1.000
817	102823	2	0.063	45.00	0.02076	-1.13877	0.000	1.063	0.000	0.000	0.000	0.000	-1.000
818	102894	2	1.634	45.00	0.02060	-1.13111	0.000	2.634	0.000	0.000	0.000	0.000	-1.000
819	102959	1	6.303	46.00	0.02111	-1.12943	0.000	5.303	0.000	0.000	0.000	0.000	1.000
820	103010	2	4.084	45.00	0.01927	-1.13114	0.000	5.084	0.000	0.000	0.000	0.000	-1.000
