episode	total_steps	outcome	reward_sum	ma100_success	loss_critic	loss_actor	r_yaw	r_distance	r_obstacle	r_vlinear	r_vangular	r_step	r_terminal
212	42188	2	-2448.690	30.00	25.20722	191.33768	-72.732	8.042	-160.000	-58.100	-74.900	-91.000	-2000.000
213	42335	1	1957.189	31.00	24.45214	191.20181	-183.676	27.916	-80.000	-42.203	-117.849	-147.000	2500.000
214	42379	1	2354.802	32.00	25.69693	189.63515	-18.888	13.285	-60.000	-6.841	-28.753	-44.000	2500.000
215	42493	1	2027.694	33.00	26.15040	189.54649	-87.287	33.279	-220.000	-27.052	-57.245	-114.000	2500.000
216	42525	2	-2199.843	32.00	25.85913	191.39406	-9.542	2.131	-100.000	-25.767	-34.665	-32.000	-2000.000
217	42584	1	2317.474	33.00	24.93513	190.45918	-65.538	6.982	0.000	-11.550	-53.420	-59.000	2500.000
218	42627	1	2327.575	34.00	23.21429	191.09532	-67.886	-2.528	0.000	-12.223	-46.789	-43.000	2500.000
219	42709	2	-2292.500	34.00	25.65556	191.51709	-37.338	14.113	-60.000	-81.650	-45.625	-82.000	-2000.000
220	42743	2	-2118.617	34.00	23.21203	188.07332	-23.236	3.110	-40.000	-4.422	-20.069	-34.000	-2000.000
221	42834	1	1954.796	35.00	25.67670	190.93430	-82.049	26.818	-300.000	-23.343	-75.629	-91.000	2500.000
